Forest_NonForest,BGC,fieldcall,basemapunit,description,mapunit_ss_realm,mapunit_ss_association,mapunit_fnf,mapunit_nf
NonForest,,,Rt21,Subalpine larch - Pink mountain-heather - Heron's-bill,R,Rt,nonforest,Rt21
Forest,SBPSdc,SBPSdc/01,SBPSdc/01,,SBPSdc/01,SBPSdc/01,forest ,forest 
Forest,SBPSdc,SBPSdc/02,SBPSdc/02,,SBPSdc/02,SBPSdc/02,forest ,forest 
Forest,SBPSdc,SBPSdc/02a,SBPSdc/02a,,SBPSdc/02,SBPSdc/02,forest ,forest 
Forest,SBPSdc,SBPSdc/02b,SBPSdc/02b,,SBPSdc/02,SBPSdc/02,forest ,forest 
Forest,SBPSdc,SBPSdc/03,SBPSdc/03,,SBPSdc/03,SBPSdc/03,forest ,forest 
Forest,SBPSdc,SBPSdc/03a,SBPSdc/03a,,SBPSdc/03,SBPSdc/03,forest ,forest 
Forest,SBPSdc,SBPSdc/03b,SBPSdc/03b,,SBPSdc/03,SBPSdc/03,forest ,forest 
Forest,SBPSdc,SBPSdc/04,SBPSdc/04,,SBPSdc/04,SBPSdc/04,forest ,forest 
Forest,SBPSdc,SBPSdc/05,SBPSdc/05,,SBPSdc/05,SBPSdc/05,forest ,forest 
Forest,SBPSdc,SBPSdc/06,SBPSdc/06,,SBPSdc/06,SBPSdc/06,forest ,forest 
Forest,SBPSdc,SBPSdc/07,SBPSdc/07,,SBPSdc/07,SBPSdc/07,forest ,forest 
Forest,SBPSdc,SBPSdc/08,SBPSdc/08,,SBPSdc/08,SBPSdc/08,forest ,forest 
Forest,SBPSmc,SBPSmc/01,SBPSmc/01,,SBPSmc/01,SBPSmc/01,forest ,forest 
Forest,SBPSmc,SBPSmc/01a,SBPSmc/01a,,SBPSmc/01,SBPSmc/01,forest ,forest 
Forest,SBPSmc,SBPSmc/01b,SBPSmc/01b,,SBPSmc/01,SBPSmc/01,forest ,forest 
Forest,SBPSmc,SBPSmc/02,SBPSmc/02,,SBPSmc/02,SBPSmc/02,forest ,forest 
Forest,SBPSmc,SBPSmc/03,SBPSmc/03,,SBPSmc/03,SBPSmc/03,forest ,forest 
Forest,SBPSmc,SBPSmc/04,SBPSmc/04,,SBPSmc/04,SBPSmc/04,forest ,forest 
Forest,SBPSmc,SBPSmc/05,SBPSmc/05,,SBPSmc/05,SBPSmc/05,forest ,forest 
Forest,SBPSmc,SBPSmc/06,SBPSmc/06,,SBPSmc/06,SBPSmc/06,forest ,forest 
Forest,SBPSmc,SBPSmc/07,SBPSmc/07,,SBPSmc/07,SBPSmc/07,forest ,forest 
Forest,SBPSmc,SBPSmc/08,SBPSmc/08,,SBPSmc/08,SBPSmc/08,forest ,forest 
Forest,SBPSmk,SBPSmk/01,SBPSmk/01,,SBPSmk/01,SBPSmk/01,forest ,forest 
Forest,SBPSmk,SBPSmk/02,SBPSmk/02,,SBPSmk/02,SBPSmk/02,forest ,forest 
Forest,SBPSmk,SBPSmk/03,SBPSmk/03,,SBPSmk/03,SBPSmk/03,forest ,forest 
Forest,SBPSmk,SBPSmk/04,SBPSmk/04,,SBPSmk/04,SBPSmk/04,forest ,forest 
Forest,SBPSmk,SBPSmk/04a,SBPSmk/04a,,SBPSmk/04,SBPSmk/04,forest ,forest 
Forest,SBPSmk,SBPSmk/04b,SBPSmk/04b,,SBPSmk/04,SBPSmk/04,forest ,forest 
Forest,SBPSmk,SBPSmk/05,SBPSmk/05,,SBPSmk/05,SBPSmk/05,forest ,forest 
Forest,SBPSmk,SBPSmk/06,SBPSmk/06,,SBPSmk/06,SBPSmk/06,forest ,forest 
Forest,SBPSmk,SBPSmk/07,SBPSmk/07,,SBPSmk/07,SBPSmk/07,forest ,forest 
Forest,SBPSmk,SBPSmk/08,SBPSmk/08,,SBPSmk/08,SBPSmk/08,forest ,forest 
Forest,SBPSxc,SBPSxc/01,SBPSxc/01,,SBPSxc/01,SBPSxc/01,forest ,forest 
Forest,SBPSxc,SBPSxc/02,SBPSxc/02,,SBPSxc/02,SBPSxc/02,forest ,forest 
Forest,SBPSxc,SBPSxc/02a,SBPSxc/02a,,SBPSxc/02,SBPSxc/02,forest ,forest 
Forest,SBPSxc,SBPSxc/02b,SBPSxc/02b,,SBPSxc/02,SBPSxc/02,forest ,forest 
Forest,SBPSxc,SBPSxc/02c,SBPSxc/02c,,SBPSxc/02,SBPSxc/02,forest ,forest 
Forest,SBPSxc,SBPSxc/03,SBPSxc/03,,SBPSxc/03,SBPSxc/03,forest ,forest 
Forest,SBPSxc,SBPSxc/04,SBPSxc/04,,SBPSxc/04,SBPSxc/04,forest ,forest 
Forest,SBPSxc,SBPSxc/05,SBPSxc/05,,SBPSxc/05,SBPSxc/05,forest ,forest 
Forest,SBPSxc,SBPSxc/06,SBPSxc/06,,SBPSxc/06,SBPSxc/06,forest ,forest 
Forest,SBSdh1,SBSdh1/01,SBSdh1/01,,SBSdh1/01,SBSdh1/01,forest ,forest 
Forest,SBSdh1,SBSdh1/02,SBSdh1/02,,SBSdh1/02,SBSdh1/02,forest ,forest 
Forest,SBSdh1,SBSdh1/03,SBSdh1/03,,SBSdh1/03,SBSdh1/03,forest ,forest 
Forest,SBSdh1,SBSdh1/04,SBSdh1/04,,SBSdh1/04,SBSdh1/04,forest ,forest 
Forest,SBSdh1,SBSdh1/05,SBSdh1/05,,SBSdh1/05,SBSdh1/05,forest ,forest 
Forest,SBSdh1,SBSdh1/06,SBSdh1/06,,SBSdh1/06,SBSdh1/06,forest ,forest 
Forest,SBSdh1,SBSdh1/07,SBSdh1/07,,SBSdh1/07,SBSdh1/07,forest ,forest 
Forest,SBSdh1,SBSdh1/08,SBSdh1/08,,SBSdh1/08,SBSdh1/08,forest ,forest 
Forest,SBSdk,SBSdk/01,SBSdk/01,,SBSdk/01,SBSdk/01,forest ,forest 
Forest,SBSdk,SBSdk/01a,SBSdk/01a,,SBSdk/01,SBSdk/01,forest ,forest 
Forest,SBSdk,SBSdk/01b,SBSdk/01b,,SBSdk/01,SBSdk/01,forest ,forest 
Forest,SBSdk,SBSdk/02,SBSdk/02,,SBSdk/02,SBSdk/02,forest ,forest 
Forest,SBSdk,SBSdk/03,SBSdk/03,,SBSdk/03,SBSdk/03,forest ,forest 
Forest,SBSdk,SBSdk/04,SBSdk/04,,SBSdk/04,SBSdk/04,forest ,forest 
Forest,SBSdk,SBSdk/05,SBSdk/05,,SBSdk/05,SBSdk/05,forest ,forest 
Forest,SBSdk,SBSdk/06,SBSdk/06,,SBSdk/06,SBSdk/06,forest ,forest 
Forest,SBSdk,SBSdk/07,SBSdk/07,,SBSdk/07,SBSdk/07,forest ,forest 
Forest,SBSdk,SBSdk/07a,SBSdk/07a,,SBSdk/07,SBSdk/07,forest ,forest 
Forest,SBSdk,SBSdk/07b,SBSdk/07b,,SBSdk/07,SBSdk/07,forest ,forest 
Deciduous,SBSdk,SBSdk/08,SBSdk/08,,SBSdk/08,SBSdk/08,forest ,forest 
Deciduous,SBSdk,SBSdk/08a,SBSdk/08a,,SBSdk/08,SBSdk/08,forest ,forest 
Deciduous,SBSdk,SBSdk/08b,SBSdk/08b,,SBSdk/08,SBSdk/08,forest ,forest 
Forest,SBSdk,SBSdk/09,SBSdk/09,,SBSdk/09,SBSdk/09,forest ,forest 
Forest,SBSdk,SBSdk/10,SBSdk/10,,SBSdk/10,SBSdk/10,forest ,forest 
Deciduous,SBSdk,SBSdk/50,SBSdk/50,,SBSdk/50,SBSdk/50,forest ,forest 
NonForest,SBSdk,SBSdk/51,SBSdk/51,,SBSdk/51,SBSdk/51,forest ,forest 
NonForest,SBSdk,SBSdk/52,SBSdk/52,,SBSdk/52,SBSdk/52,forest ,forest 
NonForest,SBSdk,SBSdk/53,SBSdk/53,,SBSdk/53,SBSdk/53,forest ,forest 
NonForest,SBSdk,SBSdk/54,SBSdk/54,,SBSdk/54,SBSdk/54,forest ,forest 
NonForest,SBSdk,SBSdk/81,SBSdk/81,,SBSdk/81,SBSdk/81,forest ,forest 
NonForest,SBSdk,SBSdk/82,SBSdk/82,,SBSdk/82,SBSdk/82,forest ,forest 
Forest,SBSdw1,SBSdw1/01,SBSdw1/01,,SBSdw1/01,SBSdw1/01,forest ,forest 
Forest,SBSdw1,SBSdw1/02,SBSdw1/02,,SBSdw1/02,SBSdw1/02,forest ,forest 
Forest,SBSdw1,SBSdw1/03,SBSdw1/03,,SBSdw1/03,SBSdw1/03,forest ,forest 
Forest,SBSdw1,SBSdw1/04,SBSdw1/04,,SBSdw1/04,SBSdw1/04,forest ,forest 
Forest,SBSdw1,SBSdw1/05,SBSdw1/05,,SBSdw1/05,SBSdw1/05,forest ,forest 
Forest,SBSdw1,SBSdw1/06,SBSdw1/06,,SBSdw1/06,SBSdw1/06,forest ,forest 
Forest,SBSdw1,SBSdw1/07,SBSdw1/07,,SBSdw1/07,SBSdw1/07,forest ,forest 
Forest,SBSdw1,SBSdw1/08,SBSdw1/08,,SBSdw1/08,SBSdw1/08,forest ,forest 
Forest,SBSdw1,SBSdw1/09,SBSdw1/09,,SBSdw1/09,SBSdw1/09,forest ,forest 
Forest,SBSdw2,SBSdw2/01,SBSdw2/01,,SBSdw2/01,SBSdw2/01,forest ,forest 
Forest,SBSdw2,SBSdw2/02,SBSdw2/02,,SBSdw2/02,SBSdw2/02,forest ,forest 
Forest,SBSdw2,SBSdw2/03,SBSdw2/03,,SBSdw2/03,SBSdw2/03,forest ,forest 
Forest,SBSdw2,SBSdw2/04,SBSdw2/04,,SBSdw2/04,SBSdw2/04,forest ,forest 
Forest,SBSdw2,SBSdw2/05,SBSdw2/05,,SBSdw2/05,SBSdw2/05,forest ,forest 
Forest,SBSdw2,SBSdw2/06,SBSdw2/06,,SBSdw2/06,SBSdw2/06,forest ,forest 
Forest,SBSdw2,SBSdw2/07,SBSdw2/07,,SBSdw2/07,SBSdw2/07,forest ,forest 
Forest,SBSdw2,SBSdw2/08,SBSdw2/08,,SBSdw2/08,SBSdw2/08,forest ,forest 
Forest,SBSdw2,SBSdw2/09,SBSdw2/09,,SBSdw2/09,SBSdw2/09,forest ,forest 
Forest,SBSdw2,SBSdw2/10,SBSdw2/10,,SBSdw2/10,SBSdw2/10,forest ,forest 
Forest,SBSdw2,SBSdw2/11,SBSdw2/11,,SBSdw2/11,SBSdw2/11,forest ,forest 
Forest,SBSdw2,SBSdw2/12,SBSdw2/12,,SBSdw2/12,SBSdw2/12,forest ,forest 
Forest,SBSdw3,SBSdw3/01,SBSdw3/01,,SBSdw3/01,SBSdw3/01,forest ,forest 
Forest,SBSdw3,SBSdw3/02,SBSdw3/02,,SBSdw3/02,SBSdw3/02,forest ,forest 
Forest,SBSdw3,SBSdw3/03,SBSdw3/03,,SBSdw3/03,SBSdw3/03,forest ,forest 
Forest,SBSdw3,SBSdw3/04,SBSdw3/04,,SBSdw3/04,SBSdw3/04,forest ,forest 
Forest,SBSdw3,SBSdw3/05,SBSdw3/05,,SBSdw3/05,SBSdw3/05,forest ,forest 
Forest,SBSdw3,SBSdw3/06,SBSdw3/06,,SBSdw3/06,SBSdw3/06,forest ,forest 
Forest,SBSdw3,SBSdw3/07,SBSdw3/07,,SBSdw3/07,SBSdw3/07,forest ,forest 
Forest,SBSdw3,SBSdw3/08,SBSdw3/08,,SBSdw3/08,SBSdw3/08,forest ,forest 
Forest,SBSdw3,SBSdw3/09,SBSdw3/09,,SBSdw3/09,SBSdw3/09,forest ,forest 
Forest,SBSdw3,SBSdw3/10,SBSdw3/10,,SBSdw3/10,SBSdw3/10,forest ,forest 
Forest,SBSdw3,SBSdw3/11,SBSdw3/11,,SBSdw3/11,SBSdw3/11,forest ,forest 
Forest,SBSdw3,SBSdw3/12,SBSdw3/12,,SBSdw3/12,SBSdw3/12,forest ,forest 
Forest,SBSmc1,SBSmc1/01,SBSmc1/01,,SBSmc1/01,SBSmc1/01,forest ,forest 
Forest,SBSmc1,SBSmc1/01a,SBSmc1/01a,,SBSmc1/01,SBSmc1/01,forest ,forest 
Forest,SBSmc1,SBSmc1/01b,SBSmc1/01b,,SBSmc1/01,SBSmc1/01,forest ,forest 
Forest,SBSmc1,SBSmc1/01c,SBSmc1/01c,,SBSmc1/01,SBSmc1/01,forest ,forest 
Forest,SBSmc1,SBSmc1/02,SBSmc1/02,,SBSmc1/02,SBSmc1/02,forest ,forest 
Forest,SBSmc1,SBSmc1/03,SBSmc1/03,,SBSmc1/03,SBSmc1/03,forest ,forest 
Forest,SBSmc1,SBSmc1/04,SBSmc1/04,,SBSmc1/04,SBSmc1/04,forest ,forest 
Forest,SBSmc1,SBSmc1/05,SBSmc1/05,,SBSmc1/05,SBSmc1/05,forest ,forest 
Forest,SBSmc1,SBSmc1/06,SBSmc1/06,,SBSmc1/06,SBSmc1/06,forest ,forest 
Forest,SBSmc1,SBSmc1/07,SBSmc1/07,,SBSmc1/07,SBSmc1/07,forest ,forest 
Forest,SBSmc1,SBSmc1/08,SBSmc1/08,,SBSmc1/08,SBSmc1/08,forest ,forest 
Forest,SBSmc2,SBSmc2/01,SBSmc2/01,,SBSmc2/01,SBSmc2/01,forest ,forest 
Forest,SBSmc2,SBSmc2/01a,SBSmc2/01a,,SBSmc2/01,SBSmc2/01,forest ,forest 
Forest,SBSmc2,SBSmc2/01b,SBSmc2/01b,,SBSmc2/01,SBSmc2/01,forest ,forest 
Forest,SBSmc2,SBSmc2/01c,SBSmc2/01c,,SBSmc2/01,SBSmc2/01,forest ,forest 
Forest,SBSmc2,SBSmc2/02,SBSmc2/02,,SBSmc2/02,SBSmc2/02,forest ,forest 
Forest,SBSmc2,SBSmc2/02a,SBSmc2/02a,,SBSmc2/02,SBSmc2/02,forest ,forest 
Forest,SBSmc2,SBSmc2/02b,SBSmc2/02b,,SBSmc2/02,SBSmc2/02,forest ,forest 
Forest,SBSmc2,SBSmc2/03,SBSmc2/03,,SBSmc2/03,SBSmc2/03,forest ,forest 
Forest,SBSmc2,SBSmc2/04,SBSmc2/04,,SBSmc2/04,SBSmc2/04,forest ,forest 
Forest,SBSmc2,SBSmc2/05,SBSmc2/05,,SBSmc2/05,SBSmc2/05,forest ,forest 
Forest,SBSmc2,SBSmc2/06,SBSmc2/06,,SBSmc2/06,SBSmc2/06,forest ,forest 
Forest,SBSmc2,SBSmc2/07,SBSmc2/07,,SBSmc2/07,SBSmc2/07,forest ,forest 
Forest,SBSmc2,SBSmc2/08,SBSmc2/08,,SBSmc2/08,SBSmc2/08,forest ,forest 
Forest,SBSmc2,SBSmc2/09,SBSmc2/09,,SBSmc2/09,SBSmc2/09,forest ,forest 
Forest,SBSmc2,SBSmc2/09a,SBSmc2/09a,,SBSmc2/09,SBSmc2/09,forest ,forest 
Forest,SBSmc2,SBSmc2/09b,SBSmc2/09b,,SBSmc2/09,SBSmc2/09,forest ,forest 
Forest,SBSmc2,SBSmc2/10,SBSmc2/10,,SBSmc2/10,SBSmc2/10,forest ,forest 
Forest,SBSmc2,SBSmc2/10a,SBSmc2/10a,,SBSmc2/10,SBSmc2/10,forest ,forest 
Forest,SBSmc2,SBSmc2/10b,SBSmc2/10b,,SBSmc2/10,SBSmc2/10,forest ,forest 
Forest,SBSmc2,SBSmc2/11,SBSmc2/11,,SBSmc2/11,SBSmc2/11,forest ,forest 
Forest,SBSmc2,SBSmc2/12,SBSmc2/12,,SBSmc2/12,SBSmc2/12,forest ,forest 
Forest,SBSmc2,SBSmc2/13,SBSmc2/13,,SBSmc2/13,SBSmc2/13,forest ,forest 
Forest,SBSmc2,SBSmc2/14,SBSmc2/14,,SBSmc2/14,SBSmc2/14,forest ,forest 
Forest,SBSmc2,SBSmc2/15,SBSmc2/15,,SBSmc2/15,SBSmc2/15,forest ,forest 
Forest,SBSmc2,SBSmc2/16,SBSmc2/16,,SBSmc2/16,SBSmc2/16,forest ,forest 
Forest,SBSmc3,SBSmc3/01,SBSmc3/01,,SBSmc3/01,SBSmc3/01,forest ,forest 
Forest,SBSmc3,SBSmc3/02,SBSmc3/02,,SBSmc3/02,SBSmc3/02,forest ,forest 
Forest,SBSmc3,SBSmc3/03,SBSmc3/03,,SBSmc3/03,SBSmc3/03,forest ,forest 
Forest,SBSmc3,SBSmc3/04,SBSmc3/04,,SBSmc3/04,SBSmc3/04,forest ,forest 
Forest,SBSmc3,SBSmc3/05,SBSmc3/05,,SBSmc3/05,SBSmc3/05,forest ,forest 
Forest,SBSmc3,SBSmc3/06,SBSmc3/06,,SBSmc3/06,SBSmc3/06,forest ,forest 
Forest,SBSmc3,SBSmc3/07,SBSmc3/07,,SBSmc3/07,SBSmc3/07,forest ,forest 
Forest,SBSmc3,SBSmc3/08,SBSmc3/08,,SBSmc3/08,SBSmc3/08,forest ,forest 
Forest,SBSmc3,SBSmc3/09,SBSmc3/09,,SBSmc3/09,SBSmc3/09,forest ,forest 
Forest,SBSmh,SBSmh/01,SBSmh/01,,SBSmh/01,SBSmh/01,forest ,forest 
Forest,SBSmh,SBSmh/02,SBSmh/02,,SBSmh/02,SBSmh/02,forest ,forest 
Forest,SBSmh,SBSmh/03,SBSmh/03,,SBSmh/03,SBSmh/03,forest ,forest 
Forest,SBSmh,SBSmh/04,SBSmh/04,,SBSmh/04,SBSmh/04,forest ,forest 
Forest,SBSmh,SBSmh/05,SBSmh/05,,SBSmh/05,SBSmh/05,forest ,forest 
Forest,SBSmh,SBSmh/06,SBSmh/06,,SBSmh/06,SBSmh/06,forest ,forest 
Forest,SBSmh,SBSmh/07,SBSmh/07,,SBSmh/07,SBSmh/07,forest ,forest 
Forest,SBSmh,SBSmh/08,SBSmh/08,,SBSmh/08,SBSmh/08,forest ,forest 
Forest,SBSmh,SBSmh/09,SBSmh/09,,SBSmh/09,SBSmh/09,forest ,forest 
Forest,SBSmk1,SBSmk1/01,SBSmk1/01,,SBSmk1/01,SBSmk1/01,forest ,forest 
Forest,SBSmk1,SBSmk1/02,SBSmk1/02,,SBSmk1/02,SBSmk1/02,forest ,forest 
Forest,SBSmk1,SBSmk1/03,SBSmk1/03,,SBSmk1/03,SBSmk1/03,forest ,forest 
Forest,SBSmk1,SBSmk1/04,SBSmk1/04,,SBSmk1/04,SBSmk1/04,forest ,forest 
Forest,SBSmk1,SBSmk1/05,SBSmk1/05,,SBSmk1/05,SBSmk1/05,forest ,forest 
Forest,SBSmk1,SBSmk1/06,SBSmk1/06,,SBSmk1/06,SBSmk1/06,forest ,forest 
Forest,SBSmk1,SBSmk1/07,SBSmk1/07,,SBSmk1/07,SBSmk1/07,forest ,forest 
Forest,SBSmk1,SBSmk1/08,SBSmk1/08,,SBSmk1/08,SBSmk1/08,forest ,forest 
Forest,SBSmk1,SBSmk1/09,SBSmk1/09,,SBSmk1/09,SBSmk1/09,forest ,forest 
Forest,SBSmk1,SBSmk1/09a,SBSmk1/09a,,SBSmk1/09,SBSmk1/09,forest ,forest 
Forest,SBSmk1,SBSmk1/09b,SBSmk1/09b,,SBSmk1/09,SBSmk1/09,forest ,forest 
Forest,SBSmk1,SBSmk1/10,SBSmk1/10,,SBSmk1/10,SBSmk1/10,forest ,forest 
Forest,SBSmk2,SBSmk2/01,SBSmk2/01,,SBSmk2/01,SBSmk2/01,forest ,forest 
Forest,SBSmk2,SBSmk2/02,SBSmk2/02,,SBSmk2/02,SBSmk2/02,forest ,forest 
Forest,SBSmk2,SBSmk2/03,SBSmk2/03,,SBSmk2/03,SBSmk2/03,forest ,forest 
Forest,SBSmk2,SBSmk2/04,SBSmk2/04,,SBSmk2/04,SBSmk2/04,forest ,forest 
Forest,SBSmk2,SBSmk2/05,SBSmk2/05,,SBSmk2/05,SBSmk2/05,forest ,forest 
Forest,SBSmk2,SBSmk2/06,SBSmk2/06,,SBSmk2/06,SBSmk2/06,forest ,forest 
Forest,SBSmk2,SBSmk2/07,SBSmk2/07,,SBSmk2/07,SBSmk2/07,forest ,forest 
Forest,SBSmm,SBSmm/01,SBSmm/01,,SBSmm/01,SBSmm/01,forest ,forest 
Forest,SBSmm,SBSmm/02,SBSmm/02,,SBSmm/02,SBSmm/02,forest ,forest 
Forest,SBSmm,SBSmm/03,SBSmm/03,,SBSmm/03,SBSmm/03,forest ,forest 
Forest,SBSmm,SBSmm/04,SBSmm/04,,SBSmm/04,SBSmm/04,forest ,forest 
Forest,SBSmm,SBSmm/05,SBSmm/05,,SBSmm/05,SBSmm/05,forest ,forest 
Forest,SBSmm,SBSmm/06,SBSmm/06,,SBSmm/06,SBSmm/06,forest ,forest 
Forest,SBSmm,SBSmm/07,SBSmm/07,,SBSmm/07,SBSmm/07,forest ,forest 
Forest,SBSmm,SBSmm/08,SBSmm/08,,SBSmm/08,SBSmm/08,forest ,forest 
NonForest,SBSmm,SBSmm/09,SBSmm/09,,SBSmm/09,SBSmm/09,forest ,forest 
Forest,SBSmm,SBSmm/10,SBSmm/10,,SBSmm/10,SBSmm/10,forest ,forest 
Forest,SBSmw,SBSmw/01,SBSmw/01,,SBSmw/01,SBSmw/01,forest ,forest 
Forest,SBSmw,SBSmw/02,SBSmw/02,,SBSmw/02,SBSmw/02,forest ,forest 
Forest,SBSmw,SBSmw/03,SBSmw/03,,SBSmw/03,SBSmw/03,forest ,forest 
Forest,SBSmw,SBSmw/04,SBSmw/04,,SBSmw/04,SBSmw/04,forest ,forest 
Forest,SBSmw,SBSmw/05,SBSmw/05,,SBSmw/05,SBSmw/05,forest ,forest 
Forest,SBSmw,SBSmw/06,SBSmw/06,,SBSmw/06,SBSmw/06,forest ,forest 
Forest,SBSmw,SBSmw/07,SBSmw/07,,SBSmw/07,SBSmw/07,forest ,forest 
Forest,SBSmw,SBSmw/08,SBSmw/08,,SBSmw/08,SBSmw/08,forest ,forest 
Forest,SBSmw,SBSmw/09,SBSmw/09,,SBSmw/09,SBSmw/09,forest ,forest 
Forest,SBSmw,SBSmw/10,SBSmw/10,,SBSmw/10,SBSmw/10,forest ,forest 
Forest,SBSmw,SBSmw/11,SBSmw/11,,SBSmw/11,SBSmw/11,forest ,forest 
Forest,SBSmw,SBSmw/12,SBSmw/12,,SBSmw/12,SBSmw/12,forest ,forest 
Forest,SBSmw,SBSmw/13,SBSmw/13,,SBSmw/13,SBSmw/13,forest ,forest 
Forest,SBSmw,SBSmw/14,SBSmw/14,,SBSmw/14,SBSmw/14,forest ,forest 
Forest,SBSmw,SBSmw/15,SBSmw/15,,SBSmw/15,SBSmw/15,forest ,forest 
Forest,SBSmw,SBSmw/16,SBSmw/16,,SBSmw/16,SBSmw/16,forest ,forest 
Forest,SBSvk,SBSvk/01,SBSvk/01,,SBSvk/01,SBSvk/01,forest ,forest 
Forest,SBSvk,SBSvk/02,SBSvk/02,,SBSvk/02,SBSvk/02,forest ,forest 
Forest,SBSvk,SBSvk/03,SBSvk/03,,SBSvk/03,SBSvk/03,forest ,forest 
Forest,SBSvk,SBSvk/04,SBSvk/04,,SBSvk/04,SBSvk/04,forest ,forest 
Forest,SBSvk,SBSvk/05,SBSvk/05,,SBSvk/05,SBSvk/05,forest ,forest 
Forest,SBSvk,SBSvk/06,SBSvk/06,,SBSvk/06,SBSvk/06,forest ,forest 
Forest,SBSvk,SBSvk/07,SBSvk/07,,SBSvk/07,SBSvk/07,forest ,forest 
Forest,SBSvk,SBSvk/08,SBSvk/08,,SBSvk/08,SBSvk/08,forest ,forest 
Forest,SBSvk,SBSvk/09,SBSvk/09,,SBSvk/09,SBSvk/09,forest ,forest 
Forest,SBSvk,SBSvk/10,SBSvk/10,,SBSvk/10,SBSvk/10,forest ,forest 
Deciduous,SBSvk,SBSvk/12,SBSvk/12,,SBSvk/12,SBSvk/12,forest ,forest 
Forest,SBSvk,SBSvk/13,SBSvk/13,,SBSvk/13,SBSvk/13,forest ,forest 
NonForest,SBSvk,SBSvk/51,SBSvk/51,,SBSvk/51,SBSvk/51,forest ,forest 
Forest,SBSwk1,SBSwk1/01,SBSwk1/01,,SBSwk1/01,SBSwk1/01,forest ,forest 
Forest,SBSwk1,SBSwk1/02,SBSwk1/02,,SBSwk1/02,SBSwk1/02,forest ,forest 
Forest,SBSwk1,SBSwk1/03,SBSwk1/03,,SBSwk1/03,SBSwk1/03,forest ,forest 
Forest,SBSwk1,SBSwk1/04,SBSwk1/04,,SBSwk1/04,SBSwk1/04,forest ,forest 
Forest,SBSwk1,SBSwk1/05,SBSwk1/05,,SBSwk1/05,SBSwk1/05,forest ,forest 
Forest,SBSwk1,SBSwk1/06,SBSwk1/06,,SBSwk1/06,SBSwk1/06,forest ,forest 
Forest,SBSwk1,SBSwk1/07,SBSwk1/07,,SBSwk1/07,SBSwk1/07,forest ,forest 
Forest,SBSwk1,SBSwk1/08,SBSwk1/08,,SBSwk1/08,SBSwk1/08,forest ,forest 
Forest,SBSwk1,SBSwk1/09,SBSwk1/09,,SBSwk1/09,SBSwk1/09,forest ,forest 
Forest,SBSwk1,SBSwk1/10,SBSwk1/10,,SBSwk1/10,SBSwk1/10,forest ,forest 
Forest,SBSwk1,SBSwk1/11,SBSwk1/11,,SBSwk1/11,SBSwk1/11,forest ,forest 
Forest,SBSwk1,SBSwk1/12,SBSwk1/12,,SBSwk1/12,SBSwk1/12,forest ,forest 
Deciduous,SBSwk1,SBSwk1/13,SBSwk1/13,,SBSwk1/13,SBSwk1/13,forest ,forest 
Forest,SBSwk1,SBSwk1/14,SBSwk1/14,,SBSwk1/14,SBSwk1/14,forest ,forest 
Forest,SBSwk1,SBSwk1/15,SBSwk1/15,,SBSwk1/15,SBSwk1/15,forest ,forest 
Forest,SBSwk1,SBSwk1/16,SBSwk1/16,,SBSwk1/16,SBSwk1/16,forest ,forest 
Forest,SBSwk1,SBSwk1/17,SBSwk1/17,,SBSwk1/17,SBSwk1/17,forest ,forest 
Forest,SBSwk2,SBSwk2/01,SBSwk2/01,,SBSwk2/01,SBSwk2/01,forest ,forest 
Forest,SBSwk2,SBSwk2/02,SBSwk2/02,,SBSwk2/02,SBSwk2/02,forest ,forest 
Forest,SBSwk2,SBSwk2/03,SBSwk2/03,,SBSwk2/03,SBSwk2/03,forest ,forest 
Forest,SBSwk2,SBSwk2/04,SBSwk2/04,,SBSwk2/04,SBSwk2/04,forest ,forest 
Forest,SBSwk2,SBSwk2/05,SBSwk2/05,,SBSwk2/05,SBSwk2/05,forest ,forest 
Forest,SBSwk2,SBSwk2/06,SBSwk2/06,,SBSwk2/06,SBSwk2/06,forest ,forest 
Forest,SBSwk2,SBSwk2/07,SBSwk2/07,,SBSwk2/07,SBSwk2/07,forest ,forest 
Forest,SBSwk3,SBSwk3/01,SBSwk3/01,,SBSwk3/01,SBSwk3/01,forest ,forest 
Forest,SBSwk3,SBSwk3/02,SBSwk3/02,,SBSwk3/02,SBSwk3/02,forest ,forest 
Forest,SBSwk3,SBSwk3/03,SBSwk3/03,,SBSwk3/03,SBSwk3/03,forest ,forest 
Forest,SBSwk3,SBSwk3/04,SBSwk3/04,,SBSwk3/04,SBSwk3/04,forest ,forest 
Forest,SBSwk3,SBSwk3/05,SBSwk3/05,,SBSwk3/05,SBSwk3/05,forest ,forest 
Forest,SBSwk3,SBSwk3/06,SBSwk3/06,,SBSwk3/06,SBSwk3/06,forest ,forest 
Forest,SBSwk3,SBSwk3/07,SBSwk3/07,,SBSwk3/07,SBSwk3/07,forest ,forest 
Forest,SBSwk3,SBSwk3/08,SBSwk3/08,,SBSwk3/08,SBSwk3/08,forest ,forest 
Forest,SBSwk3a,SBSwk3a/01,SBSwk3a/01,,SBSwk3a/01,SBSwk3a/01,forest ,forest 
Forest,SBSwk3a,SBSwk3a/02,SBSwk3a/02,,SBSwk3a/02,SBSwk3a/02,forest ,forest 
Forest,SBSwk3a,SBSwk3a/03,SBSwk3a/03,,SBSwk3a/03,SBSwk3a/03,forest ,forest 
